tmID,year,rank,franchID,confID,player_awards,net_rating,off_eff,def_eff,home_win_pct,away_win_pct,reb_dif,conf_win_pct,ast_dif,blk_dif,pf_dif,coach_awards,efg_pct,win_pct,pts_per_poss,ts_pct,eff_x_pace,net_four_factors,pyth_wins
CON,7,1,CON,EA,1,7.823529411764706,1.2107400722021662,1.0254560882477726,0.8235294117647058,0.7058823529411765,115,0.75,102,50,-116,1,0.5001470155836518,0.7647058823529411,1.040890751086282,0.5338241146040589,14.067631986447934,0.040065773615858724,0.810355506221961
CON,8,3,CON,EA,0,2.411764705882353,1.1495487752470992,1.1191195511437204,0.47058823529411764,0.5882352941176471,43,0.5,38,71,8,0,0.4763801935116676,0.5294117647058824,1.001026847727164,0.514898367724053,2.389821047379675,0.006910445012576205,0.6066070385929431
CON,9,2,CON,EA,0,4.382352941176471,1.1767279090113736,1.112521891418564,0.7647058823529411,0.47058823529411764,39,0.65,53,-7,-74,1,0.46900489396411094,0.6176470588235294,1.029753679857314,0.5164892554874584,4.917280552633093,0.006754544227326464,0.688397980531625
CON,10,6,CON,EA,0,-0.08823529411764706,1.1133977320453592,1.1869409660107335,0.7058823529411765,0.23529411764705882,-90,0.45454545454545453,83,5,-7,0,0.45393318965517243,0.47058823529411764,0.993158855065792,0.4935802910466658,-5.77761183404891,-0.01529274629219679,0.49606699870247306
DET,1,5,DET,EA,0,-2.96875,1.1772727272727272,1.2333502796136249,0.5,0.375,14,0.47619047619047616,-10,-60,29,0,0.4955962059620596,0.4375,0.980442630099816,0.5094948329224152,-4.15739906687619,-0.0010946235782700597,0.3645533745147086
DET,2,7,DET,EA,0,-5.1875,1.098746081504702,1.2351660315732171,0.375,0.25,-36,0.3333333333333333,31,-27,11,0,0.4645228940929745,0.3125,0.9416049138612841,0.4885062811268862,-9.462087736752203,-0.019811207101105843,0.25792094846762054
DET,3,8,DET,EA,0,-4.75,1.1016154247003647,1.1421370967741935,0.4375,0.125,96,0.2857142857142857,13,-7,-28,0,0.4594410361281527,0.28125,0.9227482498337831,0.4792694428322693,-2.896675519528825,-0.010915405570228076,0.27571229819352044
DET,4,1,DET,EA,2,4.647058823529412,1.2739520958083832,1.047681539807524,0.7647058823529411,0.7058823529411765,166,0.75,41,29,-169,1,0.5144904954814584,0.7352941176470589,1.0146103896103897,0.5336359987960269,16.798496445922414,0.024807521067438998,0.7086121150514555
DET,5,3,DET,EA,0,-0.4411764705882353,1.12827849308536,1.1348903717826502,0.47058823529411764,0.5294117647058824,115,0.55,49,17,-80,0,0.4816010329244674,0.5,0.9621716091218099,0.4837496115282071,-0.47590964929993657,0.00563309219578112,0.47803703086204
DET,6,4,DET,EA,0,-1.1764705882352942,1.090776699029126,1.1758354755784062,0.7058823529411765,0.23529411764705882,197,0.55,1,19,17,0,0.4609375,0.47058823529411764,0.9144638140930472,0.4680157963141934,-6.104202070708043,-0.0010180026593080704,0.4389459744222356
DET,7,2,DET,EA,2,4.205882352941177,1.1382882882882883,1.1011547344110855,0.8235294117647058,0.5294117647058824,202,0.7,98,29,-22,0,0.4757396449704142,0.6764705882352942,0.9824769959640297,0.4958324176686655,2.7968748135718937,0.02304827627583539,0.69217349947656
DET,8,1,DET,EA,2,4.617647058823529,1.1928350287483414,1.1229000884173297,0.7058823529411765,0.7058823529411765,222,0.7,17,0,-65,0,0.494552752293578,0.7058823529411765,1.0068001003440366,0.5173802946593001,5.517442245890812,0.02772361403881518,0.697256122284054
DET,9,1,DET,EA,1,4.411764705882353,1.1642701525054466,1.1724779172477917,0.8235294117647058,0.47058823529411764,163,0.8,84,-1,-38,0,0.483072546230441,0.6470588235294118,1.0257884443396132,0.5094647569365,-0.6301199485875227,0.024092693152678146,0.6907548169166223
DET,10,3,DET,EA,0,0.23529411764705882,1.1646903820816865,1.2012721490231713,0.6470588235294118,0.4117647058823529,125,0.5,51,-13,50,0,0.48689574839836924,0.5294117647058824,0.9982871019499575,0.51113235475515,-2.8595545451904467,0.007649168342914958,0.5105045043903934
HOU,1,2,HOU,WE,4,12.78125,1.3067581837381204,1.066047471620227,0.875,0.8125,95,0.8095238095238095,21,19,-94,0,0.5246770453792646,0.84375,1.1017816543872547,0.5694996686547382,16.939342375302807,0.0529391273647456,0.9250140394785561
HOU,2,4,HOU,WE,1,1.65625,1.0728511530398324,1.05894848645778,0.6875,0.5,76,0.6190476190476191,-26,-25,-52,0,0.45107564191533656,0.59375,0.9548315690172969,0.47712058774170696,0.9329912711216316,0.02056660298313595,0.5902250878510098
HOU,3,2,HOU,WE,2,5.625,1.1653543307086613,1.0063829787234042,0.875,0.625,28,0.7619047619047619,4,55,-139,0,0.48868274582560295,0.75,0.9849107115694684,0.5089908617470768,10.55239116769978,0.034384890658740175,0.7797377504449049
HOU,4,2,HOU,WE,2,3.0,1.1711899791231732,1.0551724137931036,0.8235294117647058,0.35294117647058826,24,0.5833333333333334,-51,7,-144,0,0.4951048951048951,0.5882352941176471,0.9887901861252115,0.5146788990825688,7.735974821107182,0.026624696712142626,0.6563551723561085
HOU,5,6,HOU,WE,0,-1.0,1.1262286601138127,1.1010956175298805,0.5294117647058824,0.23529411764705882,-20,0.3181818181818182,-88,-22,-100,0,0.4745354439091535,0.38235294117647056,0.9541817442284498,0.49396442185514616,1.686896701753891,0.001250971501341347,0.4463164872241382
HOU,6,3,HOU,WE,2,1.3529411764705883,1.2026041666666667,1.1640946502057614,0.6470588235294118,0.47058823529411764,-1,0.5,-74,-6,-104,0,0.5147424511545293,0.5588235294117647,1.013743712945011,0.5192030940816694,2.5930369317356523,0.019615241208051026,0.5695249454384304
HOU,7,3,HOU,WE,4,1.7058823529411764,1.1949475691134415,1.0972222222222223,0.7058823529411765,0.35294117647058826,1,0.55,6,-5,-88,0,0.4861453201970443,0.5294117647058824,0.9820022913125661,0.523093743740402,7.372749681302454,0.003183448599091254,0.5806864437661134
HOU,8,5,HOU,WE,0,-3.4705882352941178,1.1679851093531874,1.2,0.4117647058823529,0.35294117647058826,81,0.45454545454545453,-30,-51,-22,0,0.49304482225656876,0.38235294117647056,0.9593956250947929,0.5088718048527313,-2.4666983603865034,-0.0014832066077630213,0.3454657893390215
HOU,9,5,HOU,WE,0,-1.3235294117647058,1.1572525982828739,1.192131747483989,0.7647058823529411,0.23529411764705882,87,0.5,14,-45,-16,0,0.4775510204081633,0.5,0.9666170261077935,0.5047618296778669,-2.706037649671682,0.005772037081067771,0.4397211770647492
IND,1,7,IND,EA,0,-2.40625,1.2040261153427638,1.2259100642398286,0.3125,0.25,-22,0.3333333333333333,-27,51,30,0,0.483948087431694,0.28125,0.9930421534502762,0.5298415981918826,-1.5227026714168863,-0.01566828753118854,0.38325375704741477
IND,2,6,IND,EA,0,-3.0,1.1816684961580681,1.1843075302790942,0.4375,0.1875,-31,0.3333333333333333,-107,-22,-16,0,0.48653375306051067,0.3125,0.980616138473019,0.517040979039788,-0.1821946932610457,0.005523427385336177,0.352788991772747
IND,3,4,IND,EA,1,-1.0,1.149041095890411,1.1717116125481564,0.625,0.375,16,0.5714285714285714,-60,-45,-88,0,0.4633649932157395,0.5,0.9914556100217866,0.5040380732621864,-1.504252257688052,0.01210057010303811,0.44752844231501543
IND,4,5,IND,EA,0,0.47058823529411764,1.1621084037792144,1.2164570230607967,0.6470588235294118,0.29411764705882354,2,0.5,-31,-49,37,0,0.47195967233774416,0.47058823529411764,1.0148641775613663,0.5173283983849261,-3.6755830553119497,-0.0009301827806510454,0.5238720120054339
IND,5,6,IND,EA,1,-1.3823529411764706,1.092988562904028,1.2037533512064342,0.5882352941176471,0.29411764705882354,132,0.4,41,-28,36,0,0.4580078125,0.4411764705882353,0.9717270746682513,0.48495278439678763,-7.36833434090737,0.006376568707295638,0.4269507191840072
IND,6,2,IND,EA,1,1.088235294117647,1.1082737487231868,1.1863181312569522,0.8235294117647058,0.4117647058823529,22,0.7,58,-18,24,0,0.45878848063555117,0.6176470588235294,0.9595112771316183,0.4887827732228128,-5.195309873983241,0.011216458041658384,0.5595215195170036
IND,7,3,IND,EA,2,3.5,1.1357276119402986,1.133627019089574,0.7058823529411765,0.5294117647058824,33,0.6,-6,-12,-79,0,0.4633639869474933,0.6176470588235294,0.9642715033733266,0.4986811062323874,0.1556435508387174,0.015655954632272207,0.6675141504587275
IND,8,2,IND,EA,1,3.235294117647059,1.1444393170281495,1.0812043795620438,0.7058823529411765,0.5294117647058824,-11,0.6,36,22,-17,0,0.4723723723723724,0.6176470588235294,0.9616052728229257,0.5085135002132476,4.8091285853634504,0.011307253601001377,0.6527336956367202
IND,9,4,IND,EA,1,0.47058823529411764,1.1349242771913721,1.155148095909732,0.6470588235294118,0.35294117647058826,-44,0.6,23,35,68,0,0.4566771518444381,0.5,0.9528049838982509,0.5010860579338964,-1.54498935182522,-0.011254149901812283,0.522556765908129
IND,10,1,IND,EA,1,3.088235294117647,1.178119349005425,1.1808309726156752,0.8235294117647058,0.47058823529411764,-45,0.7727272727272727,29,1,-8,0,0.4773296244784423,0.6470588235294118,0.994629762620119,0.5129436588668788,-0.20946699022134235,0.014541352834768206,0.6392384312515731
LAS,1,1,LAS,WE,0,7.75,1.2356850715746421,1.1049414161996944,0.9375,0.8125,113,0.8095238095238095,141,51,55,1,0.5017736214124476,0.875,1.040839851393735,0.5345169223148099,9.553569641902802,0.03816241411632537,0.8184540847299596
LAS,2,1,LAS,WE,3,8.59375,1.2018709995076318,1.091183879093199,1.0,0.75,184,0.9047619047619048,58,24,25,0,0.498203201568115,0.875,1.0682032689733207,0.5324207367080214,7.911428343893835,0.039386841885405754,0.8405869401487993
LAS,3,1,LAS,WE,2,6.78125,1.2247752247752248,1.0955882352941178,0.75,0.8125,184,0.8095238095238095,75,50,41,0,0.4936748893105629,0.78125,1.0324871318080147,0.536354886691749,9.569577920608799,0.02443971286950475,0.7839676190510272
LAS,4,1,LAS,WE,1,1.9705882352941178,1.1677570093457943,1.1327433628318584,0.6470588235294118,0.7647058823529411,44,0.7083333333333334,15,34,28,0,0.47967722653915124,0.7058823529411765,1.0119755706910494,0.5124429935365333,2.5606262353622227,0.02151919034023686,0.5933973266360983
LAS,5,1,LAS,WE,2,3.9411764705882355,1.2058965683905267,1.1269689737470168,0.8823529411764706,0.5882352941176471,55,0.7272727272727273,94,34,27,0,0.49641185647425895,0.7352941176470589,0.998186541100801,0.5226926106558064,5.813736050885733,0.015140530720138767,0.6830621781082328
LAS,6,4,LAS,WE,0,-0.5588235294117647,1.139079333986288,1.1994884910485935,0.6470588235294118,0.35294117647058826,-37,0.5454545454545454,-16,21,83,0,0.4749918273945734,0.5,0.9729807512114156,0.5014660227664712,-4.23787435634437,-0.00328147505852161,0.4717394797845166
LAS,7,1,LAS,WE,3,2.911764705882353,1.173120728929385,1.1336996336996337,0.8823529411764706,0.5882352941176471,120,0.75,45,1,43,0,0.4890842935112189,0.7352941176470589,0.9940156781943148,0.5120424428500978,3.0162313608674647,0.020566190104290838,0.6330547005301631
LAS,8,7,LAS,WE,0,-5.147058823529412,1.0989154013015185,1.2242314647377939,0.29411764705882354,0.29411764705882354,-40,0.2727272727272727,-62,-30,127,0,0.4701889020070838,0.29411764705882354,0.9437249333543165,0.4907240941074362,-9.848745701959515,-0.008185928019251665,0.2830725879316227
LAS,9,3,LAS,WE,3,2.2058823529411766,1.155693950177936,1.0922077922077922,0.7058823529411765,0.47058823529411764,155,0.6,100,75,-4,0,0.4765217391304348,0.5882352941176471,0.9715560693309592,0.5067330347808447,5.010106505794816,0.012947040200854243,0.6004808586211645
LAS,10,3,LAS,WE,0,1.0294117647058822,1.118816254416961,1.1043324491600353,0.6470588235294118,0.4117647058823529,198,0.55,71,51,-39,0,0.46903187011425135,0.5294117647058824,0.9739910175956688,0.5053870710295292,1.1017479639663135,0.015588639972303198,0.5482353170397563
MIA,1,6,MIA,EA,0,-5.3125,1.032130777903044,1.1939140811455846,0.5625,0.25,37,0.42857142857142855,-1,-30,46,0,0.43085880640465796,0.40625,0.8571481002115205,0.44309250009679796,-10.75059757044877,-0.019149207269035684,0.22530813062028351
MIA,2,3,MIA,EA,1,1.84375,1.0717415115005477,1.1002898550724638,0.625,0.625,-25,0.6666666666666666,79,66,64,0,0.46447876447876446,0.625,0.9315385341838941,0.48145997756303016,-1.8769451061479068,0.016243381974226367,0.6048733512843514
MIA,3,6,MIA,EA,0,-1.3125,1.1023706896551724,1.2125435540069687,0.5625,0.375,-102,0.5238095238095238,30,-8,55,0,0.4585436193222783,0.46875,0.9566784572844471,0.48976426205021156,-7.36547463880212,-0.021387047200894904,0.42980391076982205
MIN,1,6,MIN,WE,1,0.15625,1.1977061714909885,1.2445961319681456,0.5,0.4375,-107,0.23809523809523808,23,-67,-17,0,0.47528390113560454,0.46875,0.9802165219182314,0.5242698950025819,-3.2666078526253406,-0.007134890612611633,0.5079370221346152
MIN,2,6,MIN,WE,0,-2.46875,1.1475138121546962,1.118837571354437,0.375,0.375,-15,0.42857142857142855,-74,1,-24,0,0.4551634833279378,0.375,0.9290052156687622,0.4875861550885496,2.0098202184714475,-0.014814970936188332,0.37302486470152124
MIN,3,8,MIN,WE,0,-3.15625,1.1284507042253522,1.164360819037078,0.4375,0.1875,45,0.2857142857142857,-29,-15,-1,0,0.44724851033999297,0.3125,0.9275951546837858,0.4935150690871819,-2.4180291269164433,-0.032007353900098456,0.3353040795693747
MIN,4,4,MIN,WE,0,0.29411764705882354,1.2032355915065722,1.146589259796807,0.6470588235294118,0.4117647058823529,90,0.5833333333333334,52,-25,-32,0,0.48144593730006396,0.5294117647058824,1.0120865243826103,0.5282878147529921,3.9418489511148618,-0.001475200746441474,0.5146379427929055
MIN,5,3,MIN,WE,1,-0.7352941176470589,1.1394736842105264,1.1105476673427992,0.6470588235294118,0.4117647058823529,20,0.5454545454545454,18,6,-16,1,0.4536015574302401,0.5294117647058824,0.9157834538022145,0.4961954528786212,2.004250358768901,-0.016286062919477318,0.46015883182504835
MIN,6,6,MIN,WE,0,-2.264705882352941,1.1361767728674204,1.133234274393264,0.6470588235294118,0.17647058823529413,-30,0.4090909090909091,-6,-17,-41,0,0.46396841066140176,0.4117647058823529,0.9452828717308861,0.5001266716128916,0.20184514850891289,-0.015548452069715668,0.38315375969579923
MIN,7,7,MIN,WE,1,-6.235294117647059,1.141112618724559,1.1819360414866034,0.47058823529411764,0.11764705882352941,-60,0.3,-134,-11,21,0,0.47659317426759285,0.29411764705882354,0.9731489572841994,0.5024615237548992,-3.110456649130633,-0.023672674398929727,0.24558541073795256
MIN,8,6,MIN,WE,0,-3.411764705882353,1.1193205944798301,1.25375854214123,0.4117647058823529,0.17647058823529413,64,0.36363636363636365,31,-52,68,0,0.4723404255319149,0.29411764705882354,0.9752352403547904,0.49706587820000303,-10.56579779453798,-0.007168868219855629,0.35456373020092585
MIN,9,7,MIN,WE,1,1.3529411764705883,1.2014763352149371,1.2256756756756757,0.5294117647058824,0.4117647058823529,-67,0.4,-30,-9,3,0,0.4960893854748603,0.47058823529411764,1.0285963923068873,0.5156233694598906,-1.9156038477771733,0.004643761343453456,0.5580349016813102
MIN,10,5,MIN,WE,0,-2.823529411764706,1.2100132919805051,1.2508849557522124,0.5294117647058824,0.29411764705882354,-78,0.35,-80,-12,-1,0,0.47928994082840237,0.4117647058823529,1.022555990088808,0.5263989761144778,-3.2202331893211142,-0.01486925354901647,0.3821184895535076
NYL,1,1,NYL,EA,1,3.53125,1.1834710743801653,1.1169045005488474,0.75,0.5,-27,0.6666666666666666,15,8,-28,0,0.48812095032397407,0.625,0.9942323415449149,0.5202278539874448,4.484337126035329,0.0107159479990252,0.6795523365534615
NYL,2,2,NYL,EA,1,2.5,1.1827133479212253,1.183627060830017,0.8125,0.5,-68,0.6190476190476191,123,6,16,0,0.4834485267369953,0.65625,1.009902840059791,0.52783203125,-0.06116302840160891,-0.009035510593792928,0.6281931208168339
NYL,3,1,NYL,EA,0,2.3125,1.200574712643678,1.1627236006924409,0.625,0.5,-91,0.5238095238095238,86,12,41,0,0.4865164388622091,0.5625,0.994770999811046,0.5250115608098599,2.481299363073797,-0.009823582618003313,0.6228545387812017
NYL,4,6,NYL,EA,0,-0.38235294117647056,1.1664066562662507,1.1516079632465543,0.6470588235294118,0.29411764705882354,-105,0.4583333333333333,21,32,-27,0,0.47905405405405405,0.47058823529411764,0.9907467872064951,0.519386091660183,0.9875610071811278,-0.013444919496960361,0.4799140711334565
NYL,5,2,NYL,EA,0,-1.3235294117647058,1.165631469979296,1.0958969465648856,0.6470588235294118,0.4117647058823529,-97,0.5,22,1,-2,0,0.46525974025974026,0.5294117647058824,0.9739244276161375,0.519938678635415,4.743654036988168,-0.020624657887295617,0.43162792859989774
NYL,6,3,NYL,EA,0,0.9117647058823529,1.2451612903225806,1.135685884691849,0.5882352941176471,0.47058823529411764,-56,0.45,25,26,23,0,0.49320517069937025,0.5294117647058824,1.0385814161730265,0.5506733622460626,7.2151762397154044,0.0033656448051516685,0.5467244469866014
NYL,7,5,NYL,EA,0,-8.352941176470589,1.1464475592073466,1.2336274965164886,0.4117647058823529,0.23529411764705882,-152,0.35,-33,-22,6,0,0.46076099881093935,0.3235294117647059,0.9337994457042077,0.5036093418259023,-6.474716507342922,-0.03547062649462873,0.17178193804411523
NYL,8,4,NYL,EA,1,-2.588235294117647,1.156205079060853,1.1250562303193883,0.5882352941176471,0.35294117647058826,-140,0.5,-9,-6,10,0,0.4647590361445783,0.47058823529411764,0.942389647070586,0.5151139953889506,2.3511414879129187,-0.02095005727224175,0.37795099636072865
NYL,9,3,NYL,EA,0,1.0294117647058822,1.186808118081181,1.1733703190013869,0.6470588235294118,0.47058823529411764,-70,0.55,55,8,30,0,0.47093847462432664,0.5588235294117647,1.001827195749792,0.5239642897870745,1.013408613859343,-0.012927256138437482,0.5474848734145626
NYL,10,7,NYL,EA,0,-0.6764705882352942,1.1586715867158672,1.1752433936022253,0.47058823529411764,0.29411764705882354,-120,0.4090909090909091,44,-3,47,0,0.4658959537572254,0.38235294117647056,0.9737955947224001,0.5181347150259068,-1.2528753915928195,-0.016547050928292784,0.46834710048599204
ORL,1,3,CON,EA,0,-0.78125,1.1554160125588697,1.1369653767820773,0.6875,0.3125,-92,0.6190476190476191,-63,22,-54,0,0.47726483859770913,0.5,0.9921319621782043,0.5131923913649803,1.2874964348860396,-0.012446006366281015,0.460927196909796
ORL,2,5,CON,EA,0,-2.03125,1.1180773249738767,1.2042599672310212,0.625,0.1875,-5,0.42857142857142855,-82,11,43,0,0.45235740191229806,0.40625,0.9492763497822518,0.4925700185979707,-6.044178303306514,-0.007335221749846688,0.3974238828281182
ORL,3,5,CON,EA,0,-0.03125,1.1776384535005224,1.211063372717508,0.625,0.375,-131,0.6190476190476191,-73,5,32,0,0.4786494538232373,0.5,1.0058591518724154,0.5126828735715846,-2.3409944371677027,-0.005641901207168787,0.49845753425352574
PHO,1,4,PHO,WE,0,4.40625,1.2461111111111112,1.149890590809628,0.6875,0.5625,-75,0.5238095238095238,-21,0,-69,0,0.5043782837127846,0.625,1.0408128567440589,0.5363872893191253,6.527215215171414,0.01811856911828269,0.7115874737614756
PHO,2,5,PHO,WE,0,-3.28125,1.0897571277719114,1.1464059196617336,0.625,0.1875,-89,0.38095238095238093,-10,11,22,0,0.46420901932712955,0.40625,0.9066833102796801,0.479491515973758,-3.997342691396658,-0.02472746344552801,0.33398423624385115
PHO,3,7,PHO,WE,1,-6.25,1.1069348861831656,1.2251336898395722,0.625,0.0625,-83,0.3333333333333333,-105,-33,23,0,0.4711433756805808,0.34375,0.9329277172423247,0.4918333552866794,-8.251883998946905,-0.015037184228408051,0.21915068777829086
PHO,4,7,PHO,WE,0,-5.088235294117647,1.0009546539379475,1.2158543117300482,0.35294117647058826,0.11764705882352941,-114,0.20833333333333334,-48,-35,-3,0,0.432,0.23529411764705882,0.8873657399132286,0.44814586859516853,-14.899615219618306,-0.027180501736857487,0.24923908540708772
PHO,5,5,PHO,WE,1,1.911764705882353,1.1966701352757545,1.2113821138211383,0.5882352941176471,0.4117647058823529,-104,0.5,45,0,88,0,0.48502796972688383,0.5,1.0044917376623959,0.5262868858460863,-0.9919016710534345,-0.005519019893283739,0.5983922039218745
PHO,6,5,PHO,WE,0,0.20588235294117646,1.1840521564694082,1.1811339688911189,0.6470588235294118,0.29411764705882354,38,0.5454545454545454,79,67,25,0,0.47582145071295723,0.47058823529411764,0.994120666796016,0.5135019922398344,0.2038358829861691,0.0006530926658273595,0.5103240967256459
PHO,7,5,PHO,WE,1,2.3823529411764706,1.2161051766639277,1.2199152542372882,0.5882352941176471,0.47058823529411764,-138,0.4,62,1,72,0,0.48984375,0.5294117647058824,1.0845503747268106,0.5411413695264282,-0.3069671025706813,0.003508982430603269,0.5953074690359098
PHO,8,1,PHO,WE,1,3.5588235294117645,1.25051674245556,1.149643705463183,0.7058823529411765,0.6470588235294118,-238,0.7727272727272727,55,50,-26,0,0.4935849056603774,0.6764705882352942,1.0653473123805404,0.5498480419956666,8.471626199438868,-0.0036297579117023915,0.6382632189036983
PHO,9,6,PHO,WE,0,0.029411764705882353,1.2112676056338028,1.223170731707317,0.5882352941176471,0.35294117647058826,-72,0.4,-90,27,77,0,0.490275322051023,0.47058823529411764,1.0667875645317875,0.532720733986521,-0.986284624244754,0.008760860809139515,0.5011555055129233
PHO,10,1,PHO,WE,3,3.676470588235294,1.2860635696821516,1.1738962044926413,0.7058823529411765,0.6470588235294118,-95,0.65,18,38,69,0,0.5238956342030483,0.6764705882352942,1.095511983151609,0.5666312372525926,9.495408215056438,0.015259166115438538,0.6369480396300986
POR,1,7,POR,WE,0,-4.625,1.1788840262582057,1.2468868435300486,0.375,0.25,-17,0.19047619047619047,-7,-37,32,0,0.47126436781609193,0.3125,0.9281061019509266,0.5047594955684225,-4.923458372735249,-0.02398412980539144,0.2841580934726648
